id,src,dst,frequency_per_year_2023,distance_km,annual_co2_tonnes_2023
3883,LAS,TPA,730.0,3187.5,37229.4
3884,LAS,YUL,730.0,3595.9,42000.6
3885,LAS,YVR,1460.0,1597.2,37310.1
3886,LAS,YYC,1460.0,1674.1,39107.3
3887,LAS,YYZ,1460.0,3120.3,72890.4
3888,LAS,ZRH,365.0,9171.9,53563.9
3889,LAX,AKL,1095.0,10486.6,183724.5
3890,LAX,AMS,730.0,8956.0,104605.5
3891,LAX,ARN,365.0,8863.0,51760.1
3892,LAX,ATL,3285.0,3125.8,164290.8
3893,LAX,BNE,1460.0,11533.4,269420.1
3894,LAX,BOS,2555.0,4193.0,171411.0
3895,LAX,BWI,730.0,3739.9,43682.2
3896,LAX,CAN,730.0,11618.4,135702.4
3897,LAX,CDG,1460.0,9102.5,212634.5
3898,LAX,CLT,730.0,3412.5,39858.4
3899,LAX,CPH,365.0,9028.5,52726.6
3900,LAX,CUN,1460.0,3406.6,79578.7
3901,LAX,DCA,1460.0,3710.9,86686.6
3902,LAX,DEN,2555.0,1385.1,56624.5
3903,LAX,DFW,2190.0,1983.2,69490.4
3904,LAX,DTW,730.0,3178.0,37119.5
3905,LAX,DUS,730.0,9133.1,106674.8
3906,LAX,DXB,730.0,13400.1,156512.9
3907,LAX,EWR,730.0,3941.0,46031.0
3908,LAX,FCO,730.0,10203.1,119171.7
3909,LAX,FLL,1095.0,3763.2,65931.7
3910,LAX,FRA,730.0,9322.0,108880.8
3911,LAX,GRU,1095.0,9918.6,173773.4
3912,LAX,HKG,730.0,11664.5,136241.0
3913,LAX,HND,1095.0,8812.4,154393.2
3914,LAX,HNL,2555.0,4108.2,167944.2
3915,LAX,IAD,1460.0,3674.0,85825.3
3916,LAX,IAH,1825.0,2215.1,64680.1
3917,LAX,ICN,1825.0,9625.5,281063.8
3918,LAX,IST,730.0,11002.3,128506.9
3919,LAX,JED,365.0,13389.8,78196.5
3920,LAX,JFK,2920.0,3974.2,185674.5
3921,LAX,LAS,3285.0,380.0,19972.5
3922,LAX,LHR,4015.0,8759.7,562720.3
3923,LAX,LIM,1825.0,6720.6,196241.2
3924,LAX,MAD,1460.0,9387.0,219279.9
3925,LAX,MCO,2190.0,3562.3,124823.5
3926,LAX,MDW,730.0,2811.5,32838.7
3927,LAX,MEL,1460.0,12757.9,298024.5
3928,LAX,MEX,2555.0,2500.0,102200.1
3929,LAX,MIA,1460.0,3762.6,87895.0
3930,LAX,MNL,365.0,11740.1,68562.4
3931,LAX,MSP,2190.0,2467.3,86454.0
3932,LAX,MSY,3285.0,2682.9,141010.9
3933,LAX,MUC,730.0,9615.8,112312.6
3934,LAX,NRT,3285.0,8753.8,460100.5
3935,LAX,ORD,2555.0,2802.1,114550.5
3936,LAX,PDX,1460.0,1343.1,31374.6
3937,LAX,PEK,1095.0,10037.1,175850.5
3938,LAX,PHL,1095.0,3856.3,67562.6
3939,LAX,PHX,2190.0,594.4,20826.4
3940,LAX,PTY,730.0,4845.4,56593.8
3941,LAX,PVG,2555.0,10415.3,425776.4
3942,LAX,SAN,1825.0,175.7,5130.5
3943,LAX,SEA,1825.0,1536.9,44877.8
3944,LAX,SFO,2555.0,543.2,22205.6
3945,LAX,SLC,1825.0,949.3,27720.0
3946,LAX,STL,1460.0,2556.8,59726.0
3947,LAX,SVO,730.0,9757.5,113967.4
3948,LAX,SYD,2190.0,12061.1,422621.9
3949,LAX,TLV,365.0,12166.6,71052.8
3950,LAX,TPA,365.0,3466.4,20243.9
3951,LAX,TPE,1460.0,10922.4,255147.9
3952,LAX,YUL,730.0,3972.6,46400.4
3953,LAX,YVR,1825.0,1740.9,50833.9
3954,LAX,YYC,1460.0,1942.0,45366.2
3955,LAX,YYZ,1825.0,3493.9,102023.3
3956,LAX,ZRH,730.0,9534.1,111358.3
3957,LED,AMS,730.0,1773.4,20713.7
3958,LED,ARN,730.0,691.2,8072.8
3959,LED,ATH,365.0,2472.0,14436.8
3960,LED,AYT,365.0,2546.8,14873.5
3961,LED,BCN,1095.0,2821.9,49440.1
3962,LED,CDG,730.0,2132.9,24911.9
3963,LED,CPH,365.0,1140.1,6658.2
3964,LED,DME,1825.0,666.9,19473.0
3965,LED,DUS,1095.0,1740.7,30497.1
3966,LED,DXB,365.0,4300.6,25115.6
3967,LED,FCO,1095.0,2351.5,41197.9
3968,LED,FRA,730.0,1747.3,20408.9
3969,LED,GVA,365.0,2187.0,12772.2
3970,LED,HAM,730.0,1406.6,16428.8
3971,LED,HEL,730.0,299.6,3499.0
3972,LED,HER,730.0,2744.6,32057.0
3973,LED,ICN,365.0,6798.0,39700.4
3974,LED,IST,730.0,2062.5,24090.2
3975,LED,KBP,1460.0,1052.1,24578.0
3976,LED,LHR,365.0,2113.7,12343.8
3977,LED,MLA,365.0,2894.2,16902.2
3978,LED,MUC,730.0,1741.3,20338.6
3979,LED,MXP,1095.0,2122.4,37184.5
3980,LED,NCE,365.0,2371.3,13848.2
3981,LED,OSL,365.0,1066.2,6226.9
3982,LED,PEK,730.0,6056.6,70740.6
3983,LED,PRG,730.0,1478.3,17266.0
3984,LED,RIX,365.0,486.4,2840.8
3985,LED,SVO,365.0,599.3,3499.8
3986,LED,SVX,730.0,1801.0,21035.8
3987,LED,TFS,365.0,4977.2,29066.6
3988,LED,TLV,730.0,3108.9,36312.0
3989,LED,TXL,365.0,1317.2,7692.5
3990,LED,VCE,730.0,1983.0,23160.9
3991,LED,VIE,1095.0,1572.0,27541.7
3992,LED,WAW,365.0,1025.1,5986.4
3993,LED,ZRH,365.0,1965.6,11478.9
3994,LGA,ATL,2555.0,1224.9,50072.6
3995,LGA,BOS,1095.0,296.7,5198.0
3996,LGA,CLT,1095.0,874.9,15328.7
3997,LGA,DCA,1095.0,344.8,6040.6
3998,LGA,DEN,1460.0,2599.8,60731.6
3999,LGA,DFW,1460.0,2231.4,52124.6
4000,LGA,DTW,1460.0,805.1,18807.9
4001,LGA,FLL,1095.0,1734.6,30389.7
4002,LGA,IAD,365.0,367.5,2146.0
4003,LGA,IAH,730.0,2277.1,26596.9
4004,LGA,MCO,730.0,1531.0,17881.6
4005,LGA,MDW,730.0,1163.9,13594.7
4006,LGA,MIA,1095.0,1768.4,30982.0
4007,LGA,MSP,365.0,1638.1,9566.3
4008,LGA,MSY,1095.0,1903.4,33347.0
4009,LGA,ORD,1825.0,1177.1,34370.0
4010,LGA,PHL,730.0,153.6,1794.0
4011,LGA,STL,1460.0,1425.8,33307.7
4012,LGA,TPA,730.0,1628.3,19018.4
4013,LGA,YUL,2190.0,522.0,18290.6
4014,LGA,YYZ,2190.0,573.2,20083.3
4015,LGW,ACE,3285.0,2710.2,142447.8
4016,LGW,AGP,2190.0,1645.2,57648.0
4017,LGW,ALC,2190.0,1430.9,50139.2
4018,LGW,AMS,730.0,364.7,4259.7
4019,LGW,ARN,365.0,1475.3,8616.0
4020,LGW,ATH,365.0,2393.0,13975.2
4021,LGW,AYT,1825.0,2908.1,84915.3
4022,LGW,BCN,2190.0,1109.1,38861.2
4023,LGW,BRU,365.0,328.0,1915.8
4024,LGW,BUD,730.0,1465.1,17112.7
4025,LGW,CDG,365.0,307.5,1796.0
4026,LGW,CGN,365.0,513.8,3000.7
4027,LGW,CMN,730.0,2066.2,24133.2
4028,LGW,CPH,730.0,984.2,11495.3
4029,LGW,CTA,2190.0,1938.2,67915.6
4030,LGW,CUN,1825.0,7976.7,232920.7
4031,LGW,DME,730.0,2543.3,29706.3
4032,LGW,DUB,730.0,484.4,5658.3
4033,LGW,DUS,365.0,484.6,2830.1
4034,LGW,DXB,730.0,5473.1,63926.1
4035,LGW,EDI,730.0,573.7,6700.7
4036,LGW,FAO,1825.0,1687.6,49277.1
4037,LGW,FCO,1095.0,1405.6,24626.4
4038,LGW,GLA,730.0,595.2,6952.3
4039,LGW,GVA,365.0,714.9,4175.1
4040,LGW,HAM,365.0,743.0,4339.1
4041,LGW,HEL,365.0,1858.2,10852.1
4042,LGW,HER,1095.0,2679.9,46952.4
4043,LGW,IBZ,1095.0,1370.4,24009.0
4044,LGW,IST,365.0,2461.1,14372.9
4045,LGW,JED,365.0,4714.4,27531.8
4046,LGW,KBP,365.0,2172.6,12688.0
4047,LGW,LAS,1825.0,8432.7,246235.8
4048,LGW,LIS,1095.0,1542.1,27017.8
4049,LGW,LPA,1825.0,2878.7,84057.6
4050,LGW,LYS,365.0,717.1,4187.7
4051,LGW,MAD,730.0,1215.2,14193.9
4052,LGW,MCO,2555.0,6991.5,285810.8
4053,LGW,MLA,1460.0,2063.0,48190.9
4054,LGW,MRS,365.0,948.8,5540.7
4055,LGW,MUC,365.0,913.5,5335.1
4056,LGW,MXP,365.0,898.9,5249.4
4057,LGW,NCE,1460.0,1001.0,23383.6
4058,LGW,OPO,730.0,1278.3,14930.2
4059,LGW,OSL,365.0,1218.4,7115.7
4060,LGW,OTP,365.0,2078.6,12139.3
4061,LGW,PEK,730.0,8165.0,95367.5
4062,LGW,PMI,2190.0,1309.3,45879.2
4063,LGW,PRG,365.0,1024.3,5981.9
4064,LGW,RIX,365.0,1692.2,9882.5
4065,LGW,SAW,365.0,2523.6,14737.6
4066,LGW,TFS,2920.0,2912.4,136068.6
4067,LGW,TLV,365.0,3557.2,20774.2
4068,LGW,TPA,1460.0,7111.1,166114.5
4069,LGW,VCE,1460.0,1117.3,26099.2
4070,LGW,VIE,365.0,1250.4,7302.2
4071,LGW,YUL,365.0,5245.7,30635.1
4072,LGW,YVR,365.0,7618.7,44493.1
4073,LGW,YYC,365.0,7054.6,41198.7
4074,LGW,YYZ,365.0,5739.2,33516.9
4075,LGW,ZRH,365.0,753.7,4401.6
4076,LHR,ADD,365.0,5919.9,34572.5
4077,LHR,AGP,730.0,1675.9,19574.0
4078,LHR,AMM,730.0,3683.0,43017.7
4079,LHR,AMS,1825.0,370.4,10817.1
4080,LHR,ARN,2190.0,1462.5,51247.3
4081,LHR,ATH,1825.0,2426.8,70861.6
4082,LHR,ATL,2920.0,6760.8,315862.9
4083,LHR,AUH,1460.0,5516.7,128869.3
4084,LHR,BCN,1095.0,1147.7,20107.9
4085,LHR,BKK,1460.0,9578.0,223741.6
4086,LHR,BLR,730.0,8046.6,93984.2
4087,LHR,BOM,1825.0,7213.0,210620.8
4088,LHR,BOS,3285.0,5239.6,275396.0
4089,LHR,BRU,1095.0,350.4,6139.6
4090,LHR,BUD,1095.0,1489.5,26096.9
4091,LHR,BWI,1460.0,5833.4,136267.8
4092,LHR,CAI,730.0,3532.6,41261.3
4093,LHR,CAN,365.0,9495.8,55455.7
4094,LHR,CDG,1095.0,347.2,6082.4
4095,LHR,CGN,365.0,534.2,3119.8
4096,LHR,CLT,730.0,6409.1,74858.8
4097,LHR,CMB,365.0,8715.4,50898.0
4098,LHR,CMN,365.0,2093.8,12228.0
4099,LHR,CPH,1095.0,979.6,17162.8
4100,LHR,CTU,365.0,8302.0,48483.8
4101,LHR,DEL,1825.0,6731.3,196553.6
4102,LHR,DEN,1460.0,7496.5,175117.6
4103,LHR,DFW,2555.0,7627.2,311801.5
4104,LHR,DME,365.0,2545.0,14863.1
4105,LHR,DOH,730.0,5241.5,61220.3
4106,LHR,DTW,1460.0,6044.5,141199.3
4107,LHR,DUB,1095.0,449.3,7870.9
4108,LHR,DUS,1095.0,501.9,8793.1
4109,LHR,DXB,2190.0,5497.9,192647.3
4110,LHR,EDI,1825.0,533.5,15579.1
4111,LHR,EWR,2920.0,5561.6,259840.2
4112,LHR,FAO,365.0,1712.8,10002.7
4113,LHR,FCO,1095.0,1443.9,25296.9
4114,LHR,FRA,1460.0,654.8,15295.2
4115,LHR,GIG,365.0,9253.3,54039.2
4116,LHR,GLA,1095.0,554.7,9718.6
4117,LHR,GRU,730.0,9460.2,110494.9
4118,LHR,GVA,1095.0,754.1,13212.3
4119,LHR,HAM,1460.0,745.4,17413.6
4120,LHR,HEL,1460.0,1848.0,43168.2
4121,LHR,HKG,1095.0,9630.8,168731.6
4122,LHR,HND,1460.0,9591.5,224057.1
4123,LHR,IAD,2920.0,5901.8,275731.3
4124,LHR,IAH,2190.0,7763.0,272014.8
4125,LHR,IBZ,730.0,1408.0,16446.0
4126,LHR,ICN,1095.0,8861.2,155248.8
4127,LHR,IST,1095.0,2488.8,43604.0
4128,LHR,JED,730.0,4748.3,55460.1
4129,LHR,JFK,4380.0,5539.6,388218.3
4130,LHR,JNB,2190.0,9075.1,317992.7
4131,LHR,KBP,365.0,2185.3,12762.2
4132,LHR,KUL,730.0,10605.5,123872.1
4133,LHR,KWI,1095.0,4674.7,81901.5
4134,LHR,LAS,1460.0,8395.0,196107.4
4135,LHR,LAX,4015.0,8759.7,562720.3
4136,LHR,LED,365.0,2113.7,12343.8
4137,LHR,LIS,2555.0,1563.9,63933.5
4138,LHR,LYS,730.0,757.3,8845.2
4139,LHR,MAA,730.0,8235.0,96184.3
4140,LHR,MAD,730.0,1246.0,14552.7
4141,LHR,MAN,1825.0,242.8,7090.1
4142,LHR,MCT,365.0,5833.6,34068.2
4143,LHR,MEX,1095.0,8903.9,155995.6
4144,LHR,MIA,2555.0,7108.9,290613.0
4145,LHR,MLA,365.0,2102.6,12278.9
4146,LHR,MNL,365.0,10767.2,62880.2
4147,LHR,MRS,730.0,989.3,11554.8
4148,LHR,MSP,1460.0,6442.9,150506.6
4149,LHR,MUC,1460.0,941.6,21995.3
4150,LHR,MXP,730.0,936.4,10936.9
4151,LHR,NBO,1095.0,6841.2,119858.5
4152,LHR,NCE,730.0,1041.1,12159.6
4153,LHR,NRT,1460.0,9591.5,224058.0
4154,LHR,OPO,365.0,1298.1,7580.8
4155,LHR,ORD,3285.0,6343.8,333427.5
4156,LHR,ORY,1095.0,366.5,6421.8
4157,LHR,OSL,1460.0,1197.7,27978.1
4158,LHR,OTP,1095.0,2103.8,36858.5
4159,LHR,PEK,1095.0,8153.3,142845.7
4160,LHR,PHL,1825.0,5689.8,166141.9
4161,LHR,PHX,1460.0,8462.9,197693.0
4162,LHR,PMI,730.0,1348.2,15747.4
4163,LHR,PRG,730.0,1044.3,12197.1
4164,LHR,PVG,1460.0,9241.4,215879.6
4165,LHR,RUH,1095.0,4940.6,86559.5
4166,LHR,SAN,1460.0,8806.9,205729.3
4167,LHR,SEA,2920.0,7702.1,359841.3
4168,LHR,SFO,3650.0,8616.0,503174.3
4169,LHR,SIN,1460.0,10883.3,254233.6
4170,LHR,STR,1460.0,756.3,17666.1
4171,LHR,SVO,365.0,2508.5,14649.6
4172,LHR,TLV,730.0,3588.7,41916.1
4173,LHR,TXL,1460.0,947.2,22127.6
4174,LHR,VCE,730.0,1151.4,13448.7
4175,LHR,VIE,1460.0,1275.1,29785.4
4176,LHR,WAW,1825.0,1469.6,42912.5
4177,LHR,YUL,2190.0,5214.2,182705.7
4178,LHR,YVR,2190.0,7578.6,265553.6
4179,LHR,YYC,2190.0,7015.0,245804.4
4180,LHR,YYZ,2555.0,5707.1,233304.3
4181,LHR,ZRH,1460.0,788.1,18409.2
4182,LIM,AMS,730.0,10519.9,122872.6
4183,LIM,ATL,365.0,5135.8,29992.8
4184,LIM,BOG,730.0,1888.3,22055.2
4185,LIM,CDG,730.0,10276.0,120024.1
4186,LIM,CUN,365.0,3827.6,22353.0
4187,LIM,DFW,1095.0,5424.1,95029.4
4188,LIM,EWR,365.0,5869.4,34277.4
4189,LIM,FLL,730.0,4248.7,49624.3
4190,LIM,GIG,730.0,3776.6,44111.2
4191,LIM,GRU,1460.0,3474.7,81168.0
4192,LIM,IAH,365.0,5062.5,29564.7
4193,LIM,JFK,1095.0,5865.8,102768.5
4194,LIM,LAX,1825.0,6720.6,196241.2
4195,LIM,MAD,1095.0,9526.2,166898.8
4196,LIM,MEX,1095.0,4245.0,74372.2
4197,LIM,MIA,1825.0,4218.9,123191.4
4198,LIM,PTY,365.0,2358.8,13775.6
4199,LIM,YYZ,365.0,6198.7,36200.5
4200,LIS,AGP,1095.0,470.2,8237.5
4201,LIS,AMS,2920.0,1846.3,86259.0
4202,LIS,ARN,730.0,2998.3,35020.2
4203,LIS,BCN,1460.0,994.0,23219.8
4204,LIS,BOS,730.0,5124.1,59849.3
4205,LIS,BRS,365.0,1487.6,8687.6
4206,LIS,BRU,2920.0,1717.5,80240.2
4207,LIS,BSB,365.0,7293.5,42594.2
4208,LIS,BUD,365.0,2480.2,14484.6
4209,LIS,CDG,1095.0,1470.0,25753.8
4210,LIS,CGN,365.0,1850.5,10806.7
4211,LIS,CMN,730.0,617.8,7215.7
4212,LIS,CPH,1095.0,2471.8,43306.0
4213,LIS,DME,730.0,3913.3,45707.6
4214,LIS,DUB,730.0,1642.5,19184.1
4215,LIS,DUS,365.0,1861.7,10872.5
4216,LIS,DXB,730.0,6137.8,71689.4
4217,LIS,EDI,365.0,1956.1,11423.8
4218,LIS,EWR,1095.0,5433.3,95190.9
4219,LIS,FAO,1460.0,221.7,5178.2
4220,LIS,FCO,730.0,1838.7,21476.5
4221,LIS,FRA,1460.0,1873.8,43773.1
4222,LIS,GIG,365.0,7715.2,45056.5
4223,LIS,GRU,365.0,7935.3,46342.0
4224,LIS,GVA,1460.0,1495.7,34938.8
4225,LIS,HAM,730.0,2197.7,25668.9
4226,LIS,HEL,730.0,3363.9,39290.1
4227,LIS,IST,730.0,3212.3,37519.2
4228,LIS,KBP,730.0,3372.4,39389.4
4229,LIS,LGW,1095.0,1542.1,27017.8
4230,LIS,LHR,2190.0,1563.9,54800.1
4231,LIS,LPA,730.0,1337.9,15626.8
4232,LIS,LTN,365.0,1606.4,9381.7
4233,LIS,LYS,730.0,1398.7,16337.0
4234,LIS,MAD,2190.0,512.9,17971.5
4235,LIS,MAN,730.0,1702.7,19887.6
4236,LIS,MIA,730.0,6677.2,77989.3
4237,LIS,MRS,730.0,1307.4,15270.0
4238,LIS,MUC,730.0,1983.6,23168.6
4239,LIS,MXP,1095.0,1651.7,28937.9
4240,LIS,NCE,730.0,1468.1,17147.4
4241,LIS,OPO,1460.0,277.0,6471.0
4242,LIS,ORY,1825.0,1438.1,41992.9
4243,LIS,OSL,730.0,2760.5,32243.1
4244,LIS,OTP,365.0,2970.8,17349.5
4245,LIS,PHL,1095.0,5550.7,97248.1
4246,LIS,PRG,365.0,2228.7,13015.3
4247,LIS,STN,365.0,1627.7,9505.8
4248,LIS,STR,365.0,1833.0,10705.0
4249,LIS,VCE,730.0,1915.3,22371.2
4250,LIS,VIE,730.0,2305.0,26922.5
4251,LIS,WAW,730.0,2749.0,32107.9
4252,LIS,YUL,365.0,5235.2,30573.4
4253,LIS,YYZ,1095.0,5740.5,100572.9
4254,LIS,ZRH,1460.0,1723.5,40260.8
4255,LPA,ACE,1095.0,207.5,3634.7
4256,LPA,AGP,730.0,1409.5,16463.5
4257,LPA,ALC,365.0,1793.6,10474.9
4258,LPA,AMS,365.0,3182.8,18587.4
4259,LPA,ARN,365.0,4334.9,25316.0
4260,LPA,BCN,1095.0,2174.5,38097.1
4261,LPA,BHX,1095.0,2951.1,51704.1
4262,LPA,BRS,1095.0,2814.8,49314.5
4263,LPA,BRU,365.0,3050.6,17815.4
4264,LPA,CDG,365.0,2800.9,16357.1
4265,LPA,CGN,1460.0,3174.6,74159.4
4266,LPA,CMN,730.0,959.4,11206.1
4267,LPA,CPH,365.0,3804.5,22218.5
4268,LPA,DUB,730.0,2931.2,34236.5
4269,LPA,DUS,1460.0,3189.8,74513.6
4270,LPA,EDI,365.0,3259.4,19034.8
4271,LPA,FRA,730.0,3184.9,37199.6
4272,LPA,GLA,1095.0,3227.4,56544.6
4273,LPA,HAM,1095.0,3528.1,61812.7
4274,LPA,LGW,1825.0,2878.7,84057.6
4275,LPA,LIS,730.0,1337.9,15626.8
4276,LPA,LTN,730.0,2941.2,34352.7
4277,LPA,MAD,2190.0,1764.7,61834.5
4278,LPA,MAN,2190.0,3024.4,105974.7
4279,LPA,MUC,1460.0,3254.3,76021.4
4280,LPA,OPO,365.0,1601.5,9353.0
4281,LPA,ORY,730.0,2768.2,32332.1
4282,LPA,OSL,730.0,4096.9,47851.8
4283,LPA,PRG,365.0,3511.8,20508.9
4284,LPA,STN,730.0,2963.8,34616.7
4285,LPA,STR,730.0,3124.8,36497.2
4286,LPA,TFS,365.0,117.1,683.9
4287,LPA,TXL,365.0,3616.5,21120.6
4288,LPA,VIE,1095.0,3544.1,62092.5
4289,LPA,ZRH,1095.0,3001.2,52580.6
4290,LTN,ACE,1095.0,2775.0,48617.4
4291,LTN,AGP,1095.0,1721.1,30154.0
4292,LTN,ALC,730.0,1511.5,17654.2
4293,LTN,AMS,365.0,353.9,2066.5
4294,LTN,AYT,730.0,2949.1,34445.5
4295,LTN,BCN,365.0,1190.8,6954.1
4296,LTN,BUD,730.0,1491.5,17421.2
4297,LTN,CDG,365.0,379.4,2215.5
4298,LTN,CTA,365.0,2005.2,11710.5
4299,LTN,DUB,365.0,433.5,2531.8
4300,LTN,EDI,365.0,493.9,2884.4
4301,LTN,FAO,1095.0,1756.7,30777.1
4302,LTN,FCO,365.0,1470.4,8587.1
4303,LTN,GLA,365.0,518.0,3025.3
4304,LTN,GVA,365.0,783.9,4578.2
4305,LTN,HAM,365.0,723.1,4222.9
4306,LTN,HER,365.0,2732.9,15959.9
4307,LTN,IBZ,730.0,1452.0,16959.4
4308,LTN,IST,365.0,2495.1,14571.2
4309,LTN,LIS,365.0,1606.4,9381.7
4310,LTN,LPA,730.0,2941.2,34352.7
4311,LTN,MAD,365.0,1291.2,7540.8
4312,LTN,MLA,365.0,2133.0,12456.8
4313,LTN,MXP,365.0,961.3,5614.0
4314,LTN,NCE,365.0,1073.9,6271.4
4315,LTN,OTP,365.0,2106.5,12301.7
4316,LTN,PMI,1095.0,1391.0,24370.2
4317,LTN,PRG,365.0,1040.9,6078.7
4318,LTN,RIX,365.0,1661.8,9705.1
4319,LTN,TFS,1095.0,2972.7,52082.5
4320,LTN,TLV,730.0,3600.8,42057.2
4321,LTN,VCE,365.0,1169.2,6828.1
4322,LTN,WAW,365.0,1455.0,8497.3
4323,LTN,ZRH,365.0,806.7,4711.1
4324,LYS,AGP,730.0,1284.6,15004.1
4325,LYS,AMS,730.0,732.4,8554.0
4326,LYS,ATH,1095.0,1780.5,31194.0
4327,LYS,BCN,1095.0,548.6,9612.0
4328,LYS,BHX,730.0,897.5,10482.4
4329,LYS,BRU,1460.0,577.2,13483.7
4330,LYS,CDG,730.0,412.2,4814.3
4331,LYS,CMN,1095.0,1747.2,30611.2
4332,LYS,CTA,730.0,1236.1,14437.9
4333,LYS,DUB,365.0,1181.4,6899.5
4334,LYS,DUS,365.0,631.0,3684.9
4335,LYS,DXB,365.0,4987.6,29127.3
4336,LYS,EDI,365.0,1280.4,7477.5
4337,LYS,FCO,1460.0,721.3,16848.8
4338,LYS,FRA,730.0,545.0,6365.4
4339,LYS,HER,365.0,2044.8,11941.6
4340,LYS,IST,365.0,1964.3,11471.6
4341,LYS,LGW,365.0,717.1,4187.7
4342,LYS,LHR,730.0,757.3,8845.2
4343,LYS,LIS,730.0,1398.7,16337.0
4344,LYS,MAD,730.0,912.2,10654.5
4345,LYS,MLA,730.0,1350.6,15775.1
4346,LYS,MRS,365.0,254.5,1486.1
4347,LYS,MUC,365.0,585.8,3421.3
4348,LYS,MXP,1095.0,283.5,4967.1
4349,LYS,NCE,730.0,285.1,3330.3
4350,LYS,OPO,730.0,1214.7,14187.7
4351,LYS,ORY,365.0,390.8,2282.0
4352,LYS,PMI,730.0,712.6,8323.7
4353,LYS,PRG,730.0,838.5,9793.5
4354,LYS,STN,365.0,771.0,4502.5
4355,LYS,VCE,1095.0,565.8,9913.5
4356,LYS,VIE,730.0,911.0,10640.0
4357,LYS,YUL,365.0,5865.2,34252.7
4358,LYS,ZRH,365.0,328.0,1915.5
4359,MAA,AUH,730.0,2965.9,34642.2
4360,MAA,BKK,730.0,2227.1,26012.6
4361,MAA,BLR,1825.0,267.8,7818.3
4362,MAA,BOM,2555.0,1033.4,42245.6
4363,MAA,CCU,1095.0,1385.7,24277.6
4364,MAA,CMB,1460.0,646.7,15107.2
4365,MAA,DEL,1825.0,1760.9,51417.1
4366,MAA,DOH,365.0,3286.4,19192.6
4367,MAA,DXB,730.0,2933.2,34259.4
4368,MAA,FRA,730.0,7593.9,88696.4
4369,MAA,HKG,365.0,3713.1,21684.8
4370,MAA,JED,365.0,4445.4,25961.4
4371,MAA,KUL,1460.0,2628.7,61406.2
4372,MAA,KWI,365.0,3777.4,22060.0
4373,MAA,LHR,730.0,8235.0,96184.3
4374,MAA,MCT,730.0,2588.8,30237.1
4375,MAA,RUH,365.0,3749.4,21896.6
4376,MAA,SHJ,730.0,2922.4,34133.4
4377,MAA,SIN,2555.0,2925.3,119586.9
4378,MAD,ACE,1095.0,1574.1,27577.9
4379,MAD,AGP,730.0,430.0,5022.2
4380,MAD,ALC,365.0,354.9,2072.5
4381,MAD,AMM,730.0,3651.7,42651.5
4382,MAD,AMS,1095.0,1460.7,25590.7
4383,MAD,ARN,730.0,2601.3,30383.8
4384,MAD,ATH,730.0,2377.1,27764.9
4385,MAD,ATL,1460.0,6961.6,162623.4
4386,MAD,BCN,1460.0,482.9,11281.2
4387,MAD,BKK,365.0,10193.4,59529.5
4388,MAD,BOG,730.0,8031.4,93806.5
4389,MAD,BOS,1460.0,5474.4,127881.6
4390,MAD,BRS,365.0,1215.0,7095.3
4391,MAD,BRU,1825.0,1315.6,38415.9
4392,MAD,BUD,730.0,1974.8,23066.1
4393,MAD,CAI,365.0,3349.6,19561.9
4394,MAD,CDG,1095.0,1064.5,18650.3
4395,MAD,CMN,730.0,867.1,10127.2
4396,MAD,CPH,1095.0,2060.3,36095.6
4397,MAD,CTA,365.0,1641.5,9586.5
4398,MAD,CUN,1460.0,7961.5,185981.1
4399,MAD,DFW,1825.0,7973.9,232837.8
4400,MAD,DME,730.0,3437.4,40148.9
4401,MAD,DOH,1095.0,5329.9,93379.8
4402,MAD,DUB,1095.0,1454.2,25478.0
4403,MAD,DUS,1095.0,1441.3,25251.6
4404,MAD,DXB,365.0,5648.8,32989.2
4405,MAD,EDI,365.0,1721.1,10051.5
4406,MAD,EWR,730.0,5789.7,67623.4
4407,MAD,FCO,1095.0,1329.6,23295.1
4408,MAD,FRA,2920.0,1422.1,66438.2
4409,MAD,GIG,365.0,8146.4,47574.9
4410,MAD,GRU,1825.0,8377.6,244625.5
4411,MAD,GVA,1460.0,1009.9,23592.2
4412,MAD,HAM,365.0,1780.9,10400.2
4413,MAD,HEL,730.0,2947.4,34426.0
4414,MAD,IBZ,1825.0,458.2,13380.8
4415,MAD,ICN,365.0,9965.2,58196.8
4416,MAD,IST,365.0,2702.8,15784.1
4417,MAD,JED,730.0,4515.8,52744.6
4418,MAD,JFK,3285.0,5762.2,302860.2
4419,MAD,KBP,730.0,2873.3,33560.0
4420,MAD,LAX,1460.0,9387.0,219279.9
4421,MAD,LGW,730.0,1215.2,14193.9
4422,MAD,LHR,730.0,1246.0,14552.7
4423,MAD,LIM,1095.0,9526.2,166898.8
4424,MAD,LIS,2190.0,512.9,17971.5
4425,MAD,LPA,1825.0,1764.7,51528.8
4426,MAD,LTN,365.0,1291.2,7540.8
4427,MAD,LYS,730.0,912.2,10654.5
4428,MAD,MAN,365.0,1435.7,8384.3
4429,MAD,MEX,1460.0,9066.9,211802.5
4430,MAD,MIA,1825.0,7107.3,207531.8
4431,MAD,MLA,365.0,1655.0,9665.2
4432,MAD,MRS,730.0,797.3,9311.9
4433,MAD,MUC,1460.0,1497.0,34969.2
4434,MAD,MXP,1095.0,1149.9,20145.6
4435,MAD,NCE,365.0,956.8,5587.7
4436,MAD,OPO,2190.0,439.0,15381.6
